Count (Patents),Profile,Country,Patent Number,Licensor,Est. Exp. Date
15521,Main/Main10,US,US8792558,Samsung,20330813.0
15522,Main/Main10,US,US8792561,Samsung,20320815.0
15523,Main/Main10,US,US8792737,Samsung,20300813.0
15524,Main/Main10,US,US8792739,Sun Patent,20320703.0
15525,Main/Main10,US,US8792741,Samsung,20300813.0
15526,Main/Main10,US,US8798146,LGE,20320226.0
15527,Main/Main10,US,US8798147,Sun Patent,20320724.0
15528,Main/Main10,US,US8798156,LGE,20230106.0
15529,Main/Main10,US,US8798159,Samsung,20311124.0
15530,Main/Main10,US,US8798173,DLLC,20250219.0
15531,Main/Main10,US,US8804827,Huawei,20320820.0
15532,Main/Main10,US,US8804838,IP Bridge,20230416.0
15533,Main/Main10,US,US8805098,Huawei,20320119.0
15534,Main/Main10,US,US8811479,Samsung,20311222.0
15535,Main/Main10,US,US8811487,SK Telecom,20301015.0
15536,Main/Main10,US,US8811488,Samsung,20300813.0
15537,Main/Main10,US,US8811489,LGE,20230106.0
15538,Main/Main10,US,US8811762,Sun Patent,20321020.0
15539,Main/Main10,US,US8817877,Samsung,20300813.0
15540,Main/Main10,US,US8818114,SK Telecom,20310318.0
15541,Main/Main10,US,US8824541,DIAB,20291130.0
15542,Main/Main10,US,US8824549,Samsung,20290702.0
15543,Main/Main10,US,US8824551,Samsung,20300813.0
15544,Main/Main10,US,US8824555,Canon,20320308.0
15545,Main/Main10,US,US8831097,Samsung,20300813.0
15546,Main/Main10,US,US8831098,Samsung,20300813.0
15547,Main/Main10,US,US8831107,Huawei,20291126.0
15548,Main/Main10,US,US8837588,Sun Patent,20320724.0
15549,Main/Main10,US,US8837590,Samsung,20290702.0
15550,Main/Main10,US,US8837592,HFI,20311224.0
15551,Main/Main10,US,US8837596,LGE,20230106.0
15552,Main/Main10,US,US8837840,Samsung,20301029.0
15553,Main/Main10,US,US8842728,Docomo,20230929.0
15554,Main/Main10,US,US8842734,Samsung,20300813.0
15555,Main/Main10,US,US8842736,LGE,20230106.0
15556,Main/Main10,US,US8842921,Samsung,20300813.0
15557,Main/Main10,US,US8842922,Samsung,20301029.0
15558,Main/Main10,US,US8842924,DLLC,20310505.0
15559,Main/Main10,US,US8842926,Samsung,20301029.0
15560,Main/Main10,US,US8842927,Samsung,20320202.0
15561,Main/Main10,US,US8848797,LGE,20230106.0
15562,Main/Main10,US,US8855208,Sun Patent,20321025.0
15563,Main/Main10,US,US8855209,IBEX,20330118.0
15564,Main/Main10,US,US8855433,DIAB,20311229.0
15565,Main/Main10,US,US8855435,Sun Patent,20320221.0
15566,Main/Main10,US,US8861594,LGE,20320308.0
15567,Main/Main10,US,US8861606,Sun Patent,20321025.0
15568,Main/Main10,US,US8861608,Samsung,20310114.0
15569,Main/Main10,US,US8861609,Samsung,20310114.0
15570,Main/Main10,US,US8861616,HUMAX,20321121.0
15571,Main/Main10,US,US8867607,"LGE, KAIST",20281016.0
15572,Main/Main10,US,US8867852,Huawei,20320326.0
15573,Main/Main10,US,US8867854,"ETRI, KUIACF, UICGKHU",
15574,Main/Main10,US,US8873629,DLLC,20210711.0
15575,Main/Main10,US,US8873632,DLLC,20210711.0
15576,Main/Main10,US,US8873635,Sun Patent,20321025.0
15577,Main/Main10,US,US8873874,Docomo,20310929.0
15578,Main/Main10,US,US8879620,HFI,20320111.0
15579,Main/Main10,US,US8879626,Samsung,20290702.0
15580,Main/Main10,US,US8879630,Philips,20271012.0
15581,Main/Main10,US,US8879637,LGE,20310903.0
15582,Main/Main10,US,US8879860,Sun Patent,20320807.0
15583,Main/Main10,US,US8885711,SK Telecom,20301217.0
15584,Main/Main10,US,US8885717,Panasonic,20230108.0
15585,Main/Main10,US,US8885718,Panasonic,20230108.0
15586,Main/Main10,US,US8885719,Panasonic,20230108.0
15587,Main/Main10,US,US8885720,Panasonic,20230108.0
15588,Main/Main10,US,US8885723,Samsung,20301208.0
15589,Main/Main10,US,US8885724,Samsung,20301208.0
15590,Main/Main10,US,US8885725,Samsung,20301208.0
15591,Main/Main10,US,US8885727,Samsung,20330114.0
15592,Main/Main10,US,US8885958,Samsung,20300723.0
15593,Main/Main10,US,US8885959,Samsung,20310114.0
15594,Main/Main10,US,US8891608,HFI,20310604.0
15595,Main/Main10,US,US8891613,Sun Patent,20320918.0
15596,Main/Main10,US,US8891618,Samsung,20301025.0
15597,Main/Main10,US,US8891620,JVCKENWOOD,20320614.0
15598,Main/Main10,US,US8891623,LGE,20230106.0
15599,Main/Main10,US,US8891624,LGE,20230106.0
15600,Main/Main10,US,US8891631,Samsung,20301025.0
15601,Main/Main10,US,US8891632,Samsung,20301025.0
15602,Main/Main10,US,US8891634,DLLC,20220129.0
15603,Main/Main10,US,US8891891,UICGKHU,20300217.0
15604,Main/Main10,US,US8897363,Samsung,20300813.0
15605,Main/Main10,US,US8897369,Samsung,20301025.0
15606,Main/Main10,US,US8902978,LGE,20321012.0
15607,Main/Main10,US,US8902979,Samsung,20290702.0
15608,Main/Main10,US,US8902983,LGE,20221231.0
15609,Main/Main10,US,US8902984,LGE,20221231.0
15610,Main/Main10,US,US8902987,Panasonic,20230108.0
15611,Main/Main10,US,US8908769,Panasonic,20230108.0
15612,Main/Main10,US,US8913665,Sun Patent,20321027.0
15613,Main/Main10,US,US8917946,Sun Patent,20320221.0
15614,Main/Main10,US,US8923396,ETRI,20281229.0
15615,Main/Main10,US,US8923397,ETRI,20281229.0
15616,Main/Main10,US,US8923398,ETRI,20281229.0
15617,Main/Main10,US,US8923641,Samsung,20310114.0
15618,Main/Main10,US,US8929460,HUMAX,20321121.0
15619,Main/Main10,US,US8934541,Samsung,20310520.0
15620,Main/Main10,US,US8934548,Mitsubishi,20320217.0
15621,Main/Main10,US,US8938003,JVCKENWOOD,20320614.0
15622,Main/Main10,US,US8938006,Samsung,20301208.0
15623,Main/Main10,US,US8942285,DLLC,20210711.0
15624,Main/Main10,US,US8948261,Sun Patent,20320209.0
15625,Main/Main10,US,US8953682,Samsung,20300813.0
15626,Main/Main10,US,US8953686,ETRI,20311212.0
15627,Main/Main10,US,US8953692,Sun Patent,20301013.0
15628,Main/Main10,US,US8958476,Samsung,20300205.0
15629,Main/Main10,US,US8958480,Panasonic,20230416.0
15630,Main/Main10,US,US8964834,DLLC,20320620.0
15631,Main/Main10,US,US8964840,Samsung,20310405.0
15632,Main/Main10,US,US8964845,Microsoft,20321030.0
15633,Main/Main10,US,US8964846,Docomo,20240507.0
15634,Main/Main10,US,US8971400,HFI,20320218.0
15635,Main/Main10,US,US8971406,Sun Patent,20320906.0
15636,Main/Main10,US,US8971411,Panasonic,20230416.0
15637,Main/Main10,US,US8971419,LGE,20320918.0
15638,Main/Main10,US,US8971650,Samsung,20300813.0
15639,Main/Main10,US,US8971653,Samsung,20310114.0
15640,Main/Main10,US,US8971654,Samsung,20310114.0
15641,Main/Main10,US,US8971656,SK Telecom,20310722.0
15642,Main/Main10,US,US8976862,SK Telecom,20320508.0
15643,Main/Main10,US,US8976863,SK Telecom,20320224.0
15644,Main/Main10,US,US8976867,JVCKENWOOD,20320530.0
15645,Main/Main10,US,US8982953,Sun Patent,20320409.0
15646,Main/Main10,US,US8982956,JVCKENWOOD,20320626.0
15647,Main/Main10,US,US8982961,Samsung,20331217.0
15648,Main/Main10,US,US8982962,Samsung,20340115.0
15649,Main/Main10,US,US8989262,DLLC,20310314.0
15650,Main/Main10,US,US8989266,Samsung,20300817.0
15651,Main/Main10,US,US8989271,Sun Patent,20320705.0
15652,Main/Main10,US,US8995524,Toshiba,20291119.0
15653,Main/Main10,US,US8995529,Samsung,20310114.0
15654,Main/Main10,US,US8995778,HUMAX,20310916.0
15655,Main/Main10,US,US9001888,DIAB,20321106.0
15656,Main/Main10,US,US9002123,DLLC,20311001.0
15657,Main/Main10,US,US9008180,DLLC,20320423.0
15658,Main/Main10,US,US9008182,HFI,20311006.0
15659,Main/Main10,US,US9008186,Sun Patent,20330903.0
15660,Main/Main10,US,US9020032,LGE,20310705.0
15661,Main/Main10,US,US9025668,IBEX,
15662,Main/Main10,US,US9025669,IBEX,20320120.0
15663,Main/Main10,US,US9031125,Docomo,20310622.0
15664,Main/Main10,US,US9031133,IP Bridge,20240811.0
15665,Main/Main10,US,US9031334,Sun Patent,20330912.0
15666,Main/Main10,US,US9036703,Samsung,20300817.0
15667,Main/Main10,US,US9036709,IBEX,20320120.0
15668,Main/Main10,US,US9036713,Mitsubishi,20300527.0
15669,Main/Main10,US,US9036715,Philips,20260502.0
15670,Main/Main10,US,US9036944,HUMAX,20311217.0
15671,Main/Main10,US,US9042443,Samsung,20240719.0
15672,Main/Main10,US,US9042450,LGE,20310526.0
15673,Main/Main10,US,US9042451,LGE,20230106.0
15674,Main/Main10,US,US9042452,LGE,20230106.0
15675,Main/Main10,US,US9042459,Samsung,20310405.0
15676,Main/Main10,US,US9042460,Samsung,20310405.0
15677,Main/Main10,US,US9042665,Samsung,20260714.0
15678,Main/Main10,US,US9042666,Samsung,20260714.0
15679,Main/Main10,US,US9049458,Samsung,20300817.0
15680,Main/Main10,US,US9049460,Samsung,20310405.0
15681,Main/Main10,US,US9049462,Sun Patent,20331004.0
15682,Main/Main10,US,US9053543,HUMAX,20301201.0
15683,Main/Main10,US,US9053544,HUMAX,20301201.0
15684,Main/Main10,US,US9054734,IP Bridge,20240811.0
15685,Main/Main10,US,US9055299,Samsung,20310113.0
15686,Main/Main10,US,US9055305,HFI,20320317.0
15687,Main/Main10,US,US9058659,HUMAX,20301201.0
15688,Main/Main10,US,US9060157,Mitsubishi,20261004.0
15689,Main/Main10,US,US9060174,DLLC,20330415.0
15690,Main/Main10,US,US9066106,LGE,20230106.0
15691,Main/Main10,US,US9070179,SK Telecom,20300115.0
15692,Main/Main10,US,US9071839,Samsung,20300817.0
15693,Main/Main10,US,US9078002,DLLC,20210711.0
15694,Main/Main10,US,US9083374,GEVC,20320308.0
15695,Main/Main10,US,US9083979,DLLC,20210711.0
15696,Main/Main10,US,US9083981,Sun Patent,20330521.0
15697,Main/Main10,US,US9083987,Samsung,20331103.0
15698,Main/Main10,US,US9088781,Panasonic,20230707.0
15699,Main/Main10,US,US9088782,Panasonic,20230707.0
15700,Main/Main10,US,US9088783,Panasonic,20230707.0
15701,Main/Main10,US,US9088796,Huawei,20321224.0
15702,Main/Main10,US,US9094658,HFI,20310425.0
15703,Main/Main10,US,US9094666,Panasonic,20230707.0
15704,Main/Main10,US,US9094690,SK Telecom,20310412.0
15705,Main/Main10,US,US9100621,LGE,20320128.0
15706,Main/Main10,US,US9100648,LGE,20320404.0
15707,Main/Main10,US,US9100650,Toshiba,20310629.0
15708,Main/Main10,US,US9106897,Huawei,20320928.0
15709,Main/Main10,US,US9106919,Sun Patent,20331129.0
15710,Main/Main10,US,US9106924,Samsung,20310114.0
15711,Main/Main10,US,US9106930,LGE,20330201.0
15712,Main/Main10,US,US9106931,Canon,20321107.0
15713,Main/Main10,US,US9113165,DLLC,20250511.0
15714,Main/Main10,US,US9113171,Docomo,20320807.0
15715,Main/Main10,US,US9118892,ETRI,20261019.0
15716,Main/Main10,US,US9118913,Samsung,20290702.0
15717,Main/Main10,US,US9118914,Samsung,20310405.0
15718,Main/Main10,US,US9118915,Samsung,20310113.0
15719,Main/Main10,US,US9118916,Samsung,20310113.0
15720,Main/Main10,US,US9118921,SK Telecom,20301217.0
15721,Main/Main10,US,US9118926,Samsung,20320702.0
15722,Main/Main10,US,US9118931,Canon,20321107.0
15723,Main/Main10,US,US9118933,Samsung,20310930.0
15724,Main/Main10,US,US9124887,Samsung,20310825.0
15725,Main/Main10,US,US9124892,Samsung,20310405.0
15726,Main/Main10,US,US9124893,Samsung,20310405.0
15727,Main/Main10,US,US9124894,Samsung,20310405.0
15728,Main/Main10,US,US9124898,HFI,20320503.0
15729,Main/Main10,US,US9124900,Huawei,20320820.0
15730,Main/Main10,US,US9124902,Samsung,20320923.0
15731,Main/Main10,US,US9124903,Samsung,20310113.0
15732,Main/Main10,US,US9131231,Samsung,20300723.0
15733,Main/Main10,US,US9131232,Samsung,20300723.0
15734,Main/Main10,US,US9131237,Samsung,20310114.0
15735,Main/Main10,US,US9135717,Toshiba,20320126.0
15736,Main/Main10,US,US9137532,SK Telecom,20290928.0
15737,Main/Main10,US,US9137534,Samsung,20300723.0
15738,Main/Main10,US,US9137543,Samsung,20320627.0
15739,Main/Main10,US,US9137544,HFI,20320124.0
15740,Main/Main10,US,US9137545,SK Telecom,20330116.0
15741,Main/Main10,US,US9137546,SK Telecom,20310119.0
15742,Main/Main10,US,US9143798,ETRI,20281229.0
15743,Main/Main10,US,US9148660,SK Telecom,20290924.0
15744,Main/Main10,US,US9148663,ETRI,20320927.0
15745,Main/Main10,US,US9148665,Samsung,20301229.0
15746,Main/Main10,US,US9148666,LGE,20320525.0
15747,Main/Main10,US,US9154778,HFI,20310425.0
15748,Main/Main10,US,US9154780,Sun Patent,20320628.0
15749,Main/Main10,US,US9154781,ETRI,20320620.0
15750,Main/Main10,US,US9154783,Sun Patent,20320626.0
15751,Main/Main10,US,US9154784,"ETRI, KUIACF",20270704.0
15752,Main/Main10,US,US9154790,HUMAX,20321121.0
15753,Main/Main10,US,US9154803,KTCORP,20320513.0
15754,Main/Main10,US,US9154809,SK Telecom,20321121.0
15755,Main/Main10,US,US9161036,Sun Patent,20320921.0
15756,Main/Main10,US,US9161043,IBEX,20320120.0
15757,Main/Main10,US,US9165379,LGE,20311116.0
15758,Main/Main10,US,US9167249,LGE,20291006.0
15759,Main/Main10,US,US9167250,HUMAX,20321121.0
15760,Main/Main10,US,US9167273,Toshiba,20311217.0
15761,Main/Main10,US,US9172956,LGE,20320225.0
15762,Main/Main10,US,US9172959,HUMAX,20321121.0
15763,Main/Main10,US,US9179164,JVCKENWOOD,20320613.0
15764,Main/Main10,US,US9179167,Samsung,20310930.0
15765,Main/Main10,US,US9185409,Docomo,20321014.0
15766,Main/Main10,US,US9191669,Panasonic,20221002.0
15767,Main/Main10,US,US9191679,Sun Patent,20321025.0
15768,Main/Main10,US,US9191680,JVCKENWOOD,20320626.0
15769,Main/Main10,US,US9197894,Panasonic,20221002.0
15770,Main/Main10,US,US9204146,Sun Patent,20321015.0
15771,Main/Main10,US,US9204147,JVCKENWOOD,20320304.0
15772,Main/Main10,US,US9204148,ETRI,20320927.0
15773,Main/Main10,US,US9204160,Samsung,20320627.0
15774,Main/Main10,US,US9204162,Samsung,20320627.0
15775,Main/Main10,US,US9204163,Samsung,20321108.0
15776,Main/Main10,US,US9204164,IP Bridge,20230626.0
15777,Main/Main10,US,US9204171,ETRI,20320927.0
15778,Main/Main10,US,US9210425,Google,20340110.0
15779,Main/Main10,US,US9210426,Mitsubishi,20320605.0
15780,Main/Main10,US,US9210427,NEC,20320827.0
15781,Main/Main10,US,US9210430,Huawei,20320119.0
15782,Main/Main10,US,US9215461,SK Telecom,20310403.0
15783,Main/Main10,US,US9215462,SK Telecom,20301217.0
15784,Main/Main10,US,US9215463,SK Telecom,20301217.0
15785,Main/Main10,US,US9219914,LGE,20291006.0
15786,Main/Main10,US,US9219918,Samsung,20330611.0
15787,Main/Main10,US,US9225981,ETRI,20320620.0
15788,Main/Main10,US,US9225982,"ETRI, KUIACF",20270619.0
15789,Main/Main10,US,US9225986,Docomo,20320601.0
15790,Main/Main10,US,US9225987,Samsung,20310113.0
15791,Main/Main10,US,US9225990,KTCORP,20321107.0
15792,Main/Main10,US,US9225993,Docomo,20240507.0
15793,Main/Main10,US,US9225995,Samsung,20321108.0
15794,Main/Main10,US,US9225997,Samsung,20310202.0
15795,Main/Main10,US,US9232229,Samsung,20320702.0
15796,Main/Main10,US,US9232232,DLLC,20210711.0
15797,Main/Main10,US,US9237341,Sun Patent,20330808.0
15798,Main/Main10,US,US9237349,HFI,20311117.0
15799,Main/Main10,US,US9241161,Panasonic,20221106.0
15800,Main/Main10,US,US9247247,Samsung,20320624.0
15801,Main/Main10,US,US9247269,DLLC,20210711.0
15802,Main/Main10,US,US9247270,Samsung,20320627.0
15803,Main/Main10,US,US9252806,GEVC,20320112.0
15804,Main/Main10,US,US9253489,LGE,20311216.0
15805,Main/Main10,US,US9253492,Samsung,20310711.0
15806,Main/Main10,US,US9253498,KTCORP,20330503.0
15807,Main/Main10,US,US9253499,KTCORP,20320905.0
15808,Main/Main10,US,US9253500,Samsung,20320627.0
15809,Main/Main10,US,US9253501,Samsung,20320627.0
15810,Main/Main10,US,US9253502,Samsung,20320702.0
15811,Main/Main10,US,US9253507,Samsung,20310930.0
15812,Main/Main10,US,US9258558,Sun Patent,20320221.0
15813,Main/Main10,US,US9258568,Huawei,20310518.0
15814,Main/Main10,US,US9258571,Samsung,20320627.0
15815,Main/Main10,US,US9262804,Samsung,20310405.0
15816,Main/Main10,US,US9264716,SK Telecom,20321016.0
15817,Main/Main10,US,US9264727,Sun Patent,20340430.0
15818,Main/Main10,US,US9264731,SK Telecom,20290928.0
15819,Main/Main10,US,US9264732,SK Telecom,20290928.0
15820,Main/Main10,US,US9264733,Panasonic,20230428.0
15821,Main/Main10,US,US9264739,LGE,20320918.0
15822,Main/Main10,US,US9270990,ETRI,20320927.0
15823,Main/Main10,US,US9270996,SK Telecom,20330118.0
15824,Main/Main10,US,US9271002,Sun Patent,20320622.0
15825,Main/Main10,US,US9271012,DIAB,20320223.0
15826,Main/Main10,US,US9277215,Huawei,20270316.0
15827,Main/Main10,US,US9277221,Canon,20320516.0
15828,Main/Main10,US,US9277224,Samsung,20300817.0
15829,Main/Main10,US,US9277233,Samsung,20330415.0
15830,Main/Main10,US,US9277236,Panasonic,20230428.0
15831,Main/Main10,US,US9277239,Samsung,20310202.0
15832,Main/Main10,US,US9277240,DIAB,20321106.0
15833,Main/Main10,US,US9277242,Samsung,20330415.0
15834,Main/Main10,US,US9277244,LGE,20321010.0
15835,Main/Main10,US,US9277247,Samsung,20310930.0
15836,Main/Main10,US,US9282339,Samsung,20320628.0
15837,Main/Main10,US,US9282341,Samsung,20230930.0
15838,Main/Main10,US,US9282342,DLLC,20300805.0
15839,Main/Main10,US,US9288491,DLLC,20321121.0
15840,Main/Main10,US,US9288495,SK Telecom,20330717.0
15841,Main/Main10,US,US9288503,KTCORP,20320513.0
15842,Main/Main10,US,US9294769,LGE,20320221.0
15843,Main/Main10,US,US9294770,LGE,20320305.0
15844,Main/Main10,US,US9294771,DLLC,20250511.0
15845,Main/Main10,US,US9294773,KTCORP,20321115.0
15846,Main/Main10,US,US9294774,KTCORP,20320731.0
15847,Main/Main10,US,US9294775,KTCORP,20320731.0
15848,Main/Main10,US,US9299133,Mitsubishi,20320519.0
15849,Main/Main10,US,US9300963,HFI,20320813.0
15850,Main/Main10,US,US9300970,Samsung,20320714.0
15851,Main/Main10,US,US9300973,KTCORP,20321016.0
15852,Main/Main10,US,US9300974,KTCORP,20321016.0
15853,Main/Main10,US,US9300981,SK Telecom,20290617.0
15854,Main/Main10,US,US9300982,LGE,20320614.0
15855,Main/Main10,US,US9305367,Sun Patent,20340613.0
15856,Main/Main10,US,US9307238,Samsung,20300813.0
15857,Main/Main10,US,US9307239,HFI,20320927.0
15858,Main/Main10,US,US9307242,Toshiba,20290618.0
15859,Main/Main10,US,US9307263,Samsung,20321031.0
15860,Main/Main10,US,US9313487,Sun Patent,20331226.0
15861,Main/Main10,US,US9313490,Samsung,20300813.0
15862,Main/Main10,US,US9313499,Sun Patent,20321121.0
15863,Main/Main10,US,US9313502,Samsung,20320715.0
15864,Main/Main10,US,US9313503,Samsung,20300817.0
15865,Main/Main10,US,US9313505,DLLC,20311223.0
15866,Main/Main10,US,US9313506,Samsung,20320106.0
15867,Main/Main10,US,US9313507,Samsung,20320106.0
15868,Main/Main10,US,US9313517,Samsung,20320702.0
15869,Main/Main10,US,US9313518,Samsung,20271227.0
15870,Main/Main10,US,US9313520,Samsung,20320628.0
15871,Main/Main10,US,US9313521,Samsung,20320628.0
15872,Main/Main10,US,US9313522,Samsung,20320628.0
15873,Main/Main10,US,US9313525,SK Telecom,20290617.0
15874,Main/Main10,US,US9319683,LGE,20321117.0
15875,Main/Main10,US,US9319686,Samsung,20300817.0
15876,Main/Main10,US,US9319689,Samsung,20320106.0
15877,Main/Main10,US,US9319692,DIAB,20320620.0
15878,Main/Main10,US,US9319693,DIAB,20320620.0
15879,Main/Main10,US,US9319694,DIAB,20320620.0
15880,Main/Main10,US,US9319697,DIAB,20321106.0
15881,Main/Main10,US,US9319713,Samsung,20310202.0
15882,Main/Main10,US,US9319714,SK Telecom,20290617.0
15883,Main/Main10,US,US9325988,Panasonic,20221018.0
15884,Main/Main10,US,US9325993,Huawei,20320820.0
15885,Main/Main10,US,US9326002,SK Telecom,20290928.0
15886,Main/Main10,US,US9326005,Sun Patent,20330905.0
15887,Main/Main10,US,US9332262,ETRI,20320620.0
15888,Main/Main10,US,US9332273,Samsung,20321108.0
15889,Main/Main10,US,US9338448,Panasonic,20221106.0
15890,Main/Main10,US,US9344714,Panasonic,20221106.0
15891,Main/Main10,US,US9344731,SK Telecom,20301021.0
15892,Main/Main10,US,US9344732,SK Telecom,20301021.0
15893,Main/Main10,US,US9350993,ETRI,20321019.0
15894,Main/Main10,US,US9350996,Google,20340504.0
15895,Main/Main10,US,US9350997,Samsung,20320731.0
15896,Main/Main10,US,US9351000,Samsung,20330830.0
15897,Main/Main10,US,US9351001,Huawei,20320820.0
15898,Main/Main10,US,US9351008,SK Telecom,20301210.0
15899,Main/Main10,US,US9351015,Samsung,20310202.0
15900,Main/Main10,US,US9351017,Samsung,20321009.0
15901,Main/Main10,US,US9355467,Sun Patent,20320807.0
15902,Main/Main10,US,US9357217,GEVC,20310411.0
15903,Main/Main10,US,US9357218,LGE,20310504.0
15904,Main/Main10,US,US9357220,SK Telecom,20301210.0
15905,Main/Main10,US,US9357225,KTCORP,20320905.0
15906,Main/Main10,US,US9357227,Sun Patent,20321025.0
15907,Main/Main10,US,US9357230,DLLC,20290804.0
15908,Main/Main10,US,US9363509,IntDiscovery,20330102.0
15909,Main/Main10,US,US9363520,LGE,20310504.0
15910,Main/Main10,US,US9363521,JVCKENWOOD,20320614.0
15911,Main/Main10,US,US9363525,Sun Patent,20320703.0
15912,Main/Main10,US,US9363528,ETRI,20301222.0
15913,Main/Main10,US,US9363529,JVCKENWOOD,20320626.0
15914,Main/Main10,US,US9363530,SK Telecom,20330929.0
15915,Main/Main10,US,US9363531,SK Telecom,20300115.0
15916,Main/Main10,US,US9363532,SK Telecom,20300825.0
15917,Main/Main10,US,US9369714,SK Telecom,20300513.0
15918,Main/Main10,US,US9369715,Samsung,20300817.0
15919,Main/Main10,US,US9369716,JVCKENWOOD,20320613.0
15920,Main/Main10,US,US9369722,DLLC,20311223.0
15921,Main/Main10,US,US9369729,LGE,20311122.0
15922,Main/Main10,US,US9369730,Mitsubishi,20321205.0
15923,Main/Main10,US,US9369736,Samsung,20311013.0
15924,Main/Main10,US,US9369737,"ETRI, KUIACF, UICGKHU",20291001.0
15925,Main/Main10,US,US9374584,SK Telecom,20290915.0
15926,Main/Main10,US,US9374595,ETRI,20330118.0
15927,Main/Main10,US,US9374599,DIAB,20321106.0
15928,Main/Main10,US,US9380306,Mitsubishi,20260922.0
15929,Main/Main10,US,US9380308,DIAB,20320620.0
15930,Main/Main10,US,US9380310,LGE,20220619.0
15931,Main/Main10,US,US9386312,Canon,20320623.0
15932,Main/Main10,US,US9386320,IP Bridge,20230626.0
15933,Main/Main10,US,US9386321,DLLC,20210711.0
15934,Main/Main10,US,US9386323,Samsung,20330415.0
15935,Main/Main10,US,US9390470,Samsung,20310405.0
15936,Main/Main10,US,US9390512,Panasonic,20230707.0
15937,Main/Main10,US,US9392235,Google,20340329.0
15938,Main/Main10,US,US9392285,Samsung,20320702.0
15939,Main/Main10,US,US9392299,SK Telecom,20321128.0
15940,Main/Main10,US,US9392300,SK Telecom,20291023.0
15941,Main/Main10,US,US9398298,SK Telecom,20290915.0
15942,Main/Main10,US,US9398303,LGE,20310527.0
15943,Main/Main10,US,US9398304,Sun Patent,20320626.0
15944,Main/Main10,US,US9402075,Sun Patent,20330119.0
15945,Main/Main10,US,US9402084,SK Telecom,20330814.0
15946,Main/Main10,US,US9402085,LGE,20310408.0
15947,Main/Main10,US,US9407916,Samsung,20320106.0
15948,Main/Main10,US,US9407917,Samsung,20320702.0
15949,Main/Main10,US,US9407928,Samsung,20320628.0
15950,Main/Main10,US,US9407929,LGE,20310408.0
15951,Main/Main10,US,US9407930,LGE,20310526.0
15952,Main/Main10,US,US9407936,Samsung,20330702.0
15953,Main/Main10,US,US9407937,"ETRI, KUIACF, UICGKHU",20310516.0
15954,Main/Main10,US,US9412177,Panasonic,20230707.0
15955,Main/Main10,US,US9414056,Samsung,20321021.0
15956,Main/Main10,US,US9414057,Sun Patent,20340801.0
15957,Main/Main10,US,US9414061,Sun Patent,20331008.0
15958,Main/Main10,US,US9414063,Samsung,20330309.0
15959,Main/Main10,US,US9414064,Sun Patent,20330106.0
15960,Main/Main10,US,US9414073,Mitsubishi,20320106.0
15961,Main/Main10,US,US9414074,Samsung,20320702.0
15962,Main/Main10,US,US9414088,Samsung,20330320.0
15963,Main/Main10,US,US9414092,DIAB,20301001.0
15964,Main/Main10,US,US9420281,SK Telecom,20330906.0
15965,Main/Main10,US,US9420304,SK Telecom,20300115.0
15966,Main/Main10,US,US9420312,DLLC,20320423.0
15967,Main/Main10,US,US9420313,LGE,20320330.0
15968,Main/Main10,US,US9424625,Samsung,20310405.0
15969,Main/Main10,US,US9426461,Huawei,20330501.0
15970,Main/Main10,US,US9426472,LGE,20310411.0
15971,Main/Main10,US,US9426482,Samsung,20320627.0
15972,Main/Main10,US,US9426483,Samsung,20320627.0
15973,Main/Main10,US,US9426484,Samsung,20300813.0
15974,Main/Main10,US,US9426492,Samsung,20330415.0
15975,Main/Main10,US,US9426496,Samsung,20330702.0
15976,Main/Main10,US,US9432663,SK Telecom,20331208.0
15977,Main/Main10,US,US9432669,KTCORP,20320513.0
15978,Main/Main10,US,US9432675,IntDiscovery,20320909.0
15979,Main/Main10,US,US9432683,KTCORP,20321101.0
15980,Main/Main10,US,US9432684,KTCORP,20321101.0
15981,Main/Main10,US,US9432691,Sun Patent,20320209.0
15982,Main/Main10,US,US9432695,KTCORP,20320513.0
15983,Main/Main10,US,US9432697,DLLC,20300805.0
15984,Main/Main10,US,US9436975,Samsung,20310405.0
15985,Main/Main10,US,US9438901,Samsung,20330824.0
15986,Main/Main10,US,US9438921,Samsung,20320627.0
15987,Main/Main10,US,US9438922,Samsung,20320627.0
15988,Main/Main10,US,US9438933,Samsung,20321108.0
15989,Main/Main10,US,US9445094,Canon,20321219.0
15990,Main/Main10,US,US9445098,SK Telecom,20290915.0
15991,Main/Main10,US,US9445101,SK Telecom,20310503.0
15992,Main/Main10,US,US9445104,Samsung,20310711.0
15993,Main/Main10,US,US9445118,SK Telecom,20300115.0
15994,Main/Main10,US,US9445120,Sun Patent,20320417.0
15995,Main/Main10,US,US9445127,IBEX,20320316.0
15996,Main/Main10,US,US9451259,NEC,20320928.0
15997,Main/Main10,US,US9451260,Samsung,20320627.0
15998,Main/Main10,US,US9451267,Samsung,20310711.0
15999,Main/Main10,US,US9451268,Samsung,20310711.0
16000,Main/Main10,US,US9451270,SK Telecom,20310418.0
16001,Main/Main10,US,US9451273,Samsung,20300813.0
16002,Main/Main10,US,US9451281,"ETRI, UICFKAU",20330203.0
16003,Main/Main10,US,US9451282,Samsung,20321108.0
16004,Main/Main10,US,US9451285,SK Telecom,20310412.0
16005,Main/Main10,US,US9455744,GEVC,20330722.0
16006,Main/Main10,US,US9456214,Sun Patent,20340630.0
16007,Main/Main10,US,US9462271,Mitsubishi,20321213.0
