,,"This is the list of HEVC Standard Essential Patents included in the HEVC Advance Patent Portfolio License as of January 2022. The evaluation of patents by the independent Patent Evaluator is ongoing, and this list will be updated as new patents are determined to be HEVC Standard Essential Patents. This list identifies the number of claims of each patent evaluated to be an HEVC Standard Essential Patent. Each listed patent may include additional essential claims that have not yet been evaluated. The sections of the HEVC/H.265 standard are identified by way of example only. Other sections of the standard may also be relevant to each corresponding patent.",,,,,,,
Count (Claims),Count (Patents),Profile,Country,Patent Number,Claim Number,Category,Licensor,Est. Exp. Date,"Representative HEVC/H.265 Sections (Version 2, unless otherwise specified)"
20399,16199,Main/Main10,US,US9635361,1,Decoder,Sun Patent,20320622,"7.3.8.4, 7.3.8.5, 7.3.8.6, 7.4.9.4, 7.4.9.5, 9.3.4.2, 9.3.4.2.1, 9.3.4.2.2, 9.3.4.3.1, 9.3.3.9"
20400,16200,Main/Main10,US,US9635363,1,Decoder,"ETRI, UICGKHU",20330625,"3.41, 3.44, 3.167, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.8, 7.4.9.11, 8.1, 8.1.1, 8.4.2, 8.4.4, 8.4.4.1, 8.6.2, 8.6.4, 8.6.4.1, 8.6.4.2, 8.6.7, 8.7.2, 8.7.2.1"
20401,16201,Main/Main10,US,US9635368,1,Decoder,LGE,20300607,"7.3.8.8, 7.3.8.10, 7.4.9.8, 8.1.1"
20402,16202,Main/Main10,US,US9635375,1,Decoder,Samsung,20310629,"3.12, 3.34, 3.35, 3.41, 3.44, 3.111, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.9.2, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.1, 8.1.1, 8.5.4, 8.5.4.1"
20403,16203,Main/Main10,US,US9635379,3,Decoder,ETRI,20330118,"8.1, 8.1.1, 8.3.1, 8.5.2, 8.5.3.2.7, 8.5.3.2.9, Fig. 8-3"
20404,16204,Main/Main10,US,US9635380,3,Decoder,ETRI,20330118,"8.1, 8.1.1, 8.3.1, 8.5.2, 8.5.3.2.7, 8.5.3.2.9, Fig. 8-3"
20405,16205,Main/Main10,US,US9635381,2,Decoder,JVCKENWOOD,20320529,"3.12, 3.25, 3.32, 3.33, 3.34, 3.35, 3.63, 3.64, 3.83, 3.102, 3.104, 6.3.2, 7.3.8.6, 7.3.8.9, 7.4.9.6, 7.4.9.9, 8.5.2, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, Fig. 8-3"
20406,16206,Main/Main10,US,US9635386,1,Decoder,LGE,20330201,"6.3.1, 6.3.2, 6.3.3, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 7.4.9.3, 7.4.9.5, 8.1.1, 8.4.1, 8.4.2, 8.5.1, 8.6.7, 8.7.2.1, 9.3.1"
20407,16207,Main/Main10,US,US9641835,1,Encoder,Google,20340830,"7.1, 7.2, 7.4.9.11, 9.3.3.1, 9.3.3.2, 9.3.3.10"
20408,16208,Main/Main10,US,US9641837,1,Decoder,HFI,20331103,"8.3.1, 8.5.3.2.9"
20409,16209,Main/Main10,US,US9641845,1,Decoder,"ETRI, UICGKHU",20330625,"3.41, 3.44, 3.167, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.9.8, 7.4.9.11, 8.1, 8.1.1, 8.4.2, 8.6.2, 8.6.4, 8.6.4.1, 8.6.4.2, 8.6.7"
20410,16210,Main/Main10,US,US9641849,1,Decoder,IDEAHUB,20301223,"7.3.8.11, 7.4.9.10, 8.1, 8.1.1, 8.4, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.6.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, Fig. 8-1, Table 8-1"
20411,16211,Main/Main10,US,US9641855,1,Decoder,Samsung,20310710,"3.12, 3.34, 3.35, 3.41, 3.44, 3.111, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.9.2, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.1, 8.1.1, 8.5.4, 8.5.4.1"
20412,16212,Main/Main10,US,US9641859,1,Decoder,Sun Patent,20320209,"0.7, 7.3.6.1, 7.3.8.6, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3, 8.5.3.3.1"
20413,16213,Main/Main10,US,US9641863,1,Decoder,HFI,20310704,"6.3.1, 6.3.2, 7.3.2.2.1, 7.3.6.1, 7.3.8.2, 7.3.8.3, 7.4.3.2.1, 7.4.7.1, 7.4.9.3, 8.1.1, 8.7.1, 8.7.3.1, 8.7.3.2"
20414,16214,Main/Main10,US,US9647683,1,Encoder,GEVC,20320112,"7.2, 7.3.8.11, 7.4.2.4.1, 7.4.9.11, 9.3.1, 9.3.4.2.5, 9.3.3.10"
20415,16214,Main/Main10,US,US9647683,2,Decoder,GEVC,20320112,"7.2, 7.3.8.11, 7.4.2.4.1, 7.4.9.11, 9.3.1, 9.3.4.2.5, 9.3.3.10"
20416,16215,Main/Main10,US,US9648323,1,Encoder,Sun Patent,20330129,"7.2, 7.3.6.1, 7.3.8.6, 7.3.8.9, 7.4.7.1, 7.4.9.6, 8.1.1, 8.1.3, 8.3.5, 8.5.1, 8.5.3.1, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.3.1, 8.5.3.3.2, 8.5.3.3.3.1, 8.6.7"
20417,16216,Main/Main10,US,US9648327,1,Decoder,ETRI,20311221,"7.2, 7.3.8.5, 7.4.9.5, 8.1, 8.1.1, 8.4, 8.4.1, 8.4.2, 8.4.4.2, 8.4.4.2.1, Table 8-1"
20418,16217,Main/Main10,US,US9648328,1,Encoder,Sun Patent,20320807,"6, 6.2, 6.3, 6.3.1, 7.3, 7.3.2, 7.3.2.3, 7.3.2.3.1, 7.3.2.9, 7.3.6, 7.3.6.1, 7.3.8, 7.3.8.1, 7.4, 7.4.1, 7.4.3, 7.4.3.3, 7.4.3.3.1, 7.4.7, 7.4.7.1, 8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.5.4, 8.7.2.5.7"
20419,16218,Main/Main10,US,US9648331,1,Decoder,KTCORP,20321107,"3.13, 3.41, 3.44, 3.64, 3.83, 3.97, 3.104, 3.122, 3.123, 7.3.6, 7.3.6.1, 7.3.8.11, 7.4.7.1, 7.4.9.6, 8.1, 8.1.1, 8.3.5, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3, 8.5.3.3.1, 8.6.2, 8.6.7, 8.7, 8.7.1"
20420,16219,Main/Main10,US,US9648349,1,Decoder,Samsung,20310817,"3, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.4.1, 8.6.2, 8.6.7, A.1"
20421,16220,Main/Main10,US,US9654771,1,Decoder,Sun Patent,20330527,"6.3.1, 7.3.2.2, 7.3.2.2.1, 7.3.2.9, 7.3.6, 7.3.6.1, 7.3.7, 7.3.8.5, 7.3.8.6, 7.4, 7.4.7, 7.4.7.1, 7.4.8, 8, 8.3, 8.3.1, 8.3.2, 8.3.4, 8.5, 8.5.3.1"
20422,16221,Main/Main10,US,US9654773,1,Decoder,Mitsubishi,20320605,"7.2, 7.3.8.5, 7.3.8.11, 7.4.9.5, 7.4.9.10, 7.4.9.11, 8.1.1, 8.4.1, 8.4.4, 8.5.1, 8.5.2, 8.6.3, 8.6.4.1, 8.6.7, 8.7.2"
20423,16221,Main/Main10,US,US9654773,3,Bitstream,Mitsubishi,20320605,"7.2, 7.3.8.5, 7.3.8.11, 7.4.9.5, 7.4.9.10, 7.4.9.11, 8.1.1, 8.4.1, 8.4.4, 8.5.1, 8.6.3, 8.6.4.1, 8.6.7, 8.7.2"
20424,16222,Main/Main10,US,US9654783,1,Bitstream,DIAB,20320620,"6.3.1, 6.5.1, 7.3.8.1, 7.4.3.3.1, 9.3"
20425,16223,Main/Main10,US,US9654795,1,Decoder,Samsung,20310715,"5.5, 6.2, 6.3.2, 7.3.8.5, 7.4.9.5, 8.1.1, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.6, 8.6.7, A.3"
20426,16224,Main/Main10,US,US9654796,1,Decoder,Samsung,20310715,"5.5, 6.2, 6.3.2, 7.3.8.5, 7.4.9.5, 8.1.1, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.6, 8.6.7, A.3"
20427,16225,Main/Main10,US,US9654798,1,Decoder,SK Telecom,20291110,"3.32, 3.35, 3.41, 3.44, 3.66, 3.102, 3.104, 3.165, 3.167, 3.168, 7.3.8.5, 7.3.8.10, 7.3.8.11, 7.4.9.5, 8, 8.1.1, 8.4.2, 8.4.4, 8.4.4.1, 8.4.4.2, 8.4.4.2.1, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7"
20428,16226,Main/Main10,US,US9654799,1,Decoder,Samsung,20310817,"3, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.4.1, 8.6.2, 8.6.7, A.1"
20429,16227,Main/Main10,US,US9654800,1,Decoder,Samsung,20310817,"3, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.4.1, 8.6.2, 8.6.7, A.1"
20430,16228,Main/Main10,US,US9654805,1,Bitstream,DIAB,20321106,"7.3.8.11, 7.4.3.3.1, 7.4.9.6, 7.4.9.11, 9.3.1"
20431,16229,Main/Main10,US,US9661324,1,Decoder,LGE,20311123,"7.3.8.5, 7.3.8.6, 7.4.9.5, 7.4.9.6, 8.1.1, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.3.1, 9.1, 9.3.4.1"
20432,16230,Main/Main10,US,US9661332,1,Decoder,LGE,20311208,"7.4.9.5, 8.4.1, 8.4.2, 8.4.4.2.2, 8.4.4.2.3, 8.4.4.2.6"
20433,16231,Main/Main10,US,US9661335,1,Bitstream,DIAB,20320620,"6.3.1, 6.5.1"
20434,16232,Main/Main10,US,US9661342,1,Encoder,JVCKENWOOD,20321212,"3.32, 3.33, 3.41, 3.44, 3.50, 3.51, 6.4.2, 7.3.8.10, 7.4.9.10, 8, 8.1, 8.1.1, 8.6.1"
20435,16233,Main/Main10,US,US9661343,1,Encoder,JVCKENWOOD,20320927,"3.32, 3.33, 3.41, 3.44, 3.50, 3.51, 7.3.8.6, 7.4.9.6, 8, 8.1, 8.1.1, 8.3.5, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8, Fig. 8-3"
20436,16234,Main/Main10,US,US9661344,1,Decoder,Samsung,20310715,"5.5, 6.2, 6.3.2, 7.3.8.5, 7.4.9.5, 8.1.1, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.6, 8.6.7, A.3"
20437,16235,Main/Main10,US,US9661345,1,Decoder,ETRI,20310411,"8.4.1, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.3, 8.4.4.2.6"
20438,16236,Main/Main10,US,US9661346,1,Decoder,KTCORP,20321016,"3.12, 3.41, 3.44, 3.129, 7.3.8.11, 7.4.9.11, 8.5.3.3, 8.5.3.3.1, 8.6.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, 8.7.2, 8.7.2.1"
20439,16237,Main/Main10,US,US9661347,1,Decoder,Samsung,20310817,"3, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.4.1, 8.6.2, 8.6.7, A.1"
20440,16238,Main/Main10,US,US9661352,1,Decoder,KTCORP,20321016,"3.12, 3.41, 3.44, 3.129, 7.3.8.11, 7.4.9.11, 8.4.4.2, 8.4.4.2.1, 8.6.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7"
20441,16239,Main/Main10,US,US9661354,1,Decoder,KTCORP,20321016,"3.12, 3.41, 3.44, 3.129, 7.3.8.11, 7.4.9.11, 8.4.4.2.1, 8.6.2, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7"
20442,16240,Main/Main10,US,US9667957,1,Bitstream,DLLC,20210302,"7.4.3.2.1, 7.4.7.1, 8.6"
20443,16241,Main/Main10,US,US9667966,1,Encoder,JVCKENWOOD,20330411,"3.32, 3.33, 3.41, 3.44, 3.50, 3.51, 7.3.6, 7.3.6.1, 7.4.7.1, 8, 8.1, 8.1.1, 8.5.3.2.2, 8.5.3.2.5"
20444,16242,Main/Main10,US,US9667973,1,Decoder,JVCKENWOOD,20320304,"3.12, 3.25, 3.32, 3.33, 3.34, 3.35, 3.63, 3.64, 3.83, 3.102, 3.104, 6.3.2, 7.3.8.6, 7.4.9.6, 8.1, 8.1.1, 8.5, 8.5.1, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.2.9, 9.3.3.6, Table 9-40"
20445,16243,Main/Main10,US,US9667977,1,Decoder,JVCKENWOOD,20330625,"3.41, 3.44, 3.63, 3.64, 3.129, 6.3.1, 6.3.2, 7.3.8.10, 7.3.8.11, 7.4.9.11, 9.3.1, 9.3.4.1, 9.3.4.2.1, 9.3.4.2.4, 9.3.4.2.5, 9.3.4.2.6, 9.3.4.2.7, Table 9-43"
20446,16244,Main/Main10,US,US9667978,1,Decoder,Sun Patent,20320224,"8.7.2, 8.7.2.1, 8.7.2.5.3, 8.7.2.5.4"
20447,16245,Main/Main10,US,US9667984,1,Decoder,DIAB,20340522,"7.3.6.1, 7.3.6.2, 7.4.3.3.1, 7.4.7.2, 8.1.1, 8.3.2, 8.3.4, 8.5.3.1"
20448,16246,Main/Main10,US,US9667986,1,Decoder,JVCKENWOOD,20330603,"3.32, 3.33, 3.41, 3.44, 6.4.2, 7.3.2.3, 7.3.2.3.1, 7.3.8.10, 7.4.3.3.1, 7.4.9.10, 8, 8.1, 8.1.1, 8.6.1"
20449,16247,Main/Main10,US,US9667989,1,Decoder,JVCKENWOOD,20330603,"3.32, 3.33, 3.41, 3.44, 6.4.2, 7.3.8.10, 7.4.9.10, 8, 8.1, 8.1.1, 8.6.1"
20450,16248,Main/Main10,US,US9667993,1,Bitstream,DLLC,20290804,"7.3.8.6, 7.4.9.5, 8.5.3.2.6, 8.5.3.2.7, Fig.8-3"
20451,16249,Main/Main10,US,US9667998,1,Decoder,Docomo,20320910,"3.12, 3.40, 3.123, 3.134, 3.135, 7.3.6.1, 7.3.7, 7.4.7.1, 7.4.8, 8.1.1, 8.1.2, 8.1.3, 8.3.2, 8.5.1, C.1, C.3, C.3.1, Fig. C.2"
20452,16250,Main/Main10,US,US9668000,1,Decoder,Samsung,20300812,"6.3.2, 6.3.3, 7.1, 7.2, 7.3.2.2.1, 7.4.3.2.1, 7.4.9.3, 7.4.9.8, 8.1.1, 8.6.7, 8.7.1, 8.7.3.1, 8.7.3.2, 9.1"
20453,16251,Main/Main10,US,US9672633,1,Decoder,Toshiba,20311108,"6.2, 6.3.2, 6.3.3, 7.4.9.5, 8.1.1, 8.5.3.1, 8.5.3.2.2, 8.5.3.3.3.1, 8.5.3.3.4.2, 8.6.7"
20454,16252,Main/Main10,US,US9674520,1,Decoder,SK Telecom,20331014,"3.12, 3.13, 3.32, 3.35, 3.41, 3.44, 3.96, 3.102, 3.104, 3.112, 3.165, 3.167, 7.2, 7.3.8.5, 7.4.9.5, 8, 8.1, 8.1.1, 8.5.2, 8.5.3, 8.5.3.1, 8.5.3.2.2, 8.5.3.2.3, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, Fig. 8-3, Tables 7-10, 9-40"
20455,16253,Main/Main10,US,US9674524,1,Decoder,Huawei,20340627,"7.4.7.1, 8.3.1, 8.3.2"
20456,16254,Main/Main10,US,US9674529,1,Decoder,Huawei,20331119,"8.4.3, 8.4.4.1, 8.4.4.2.4, 8.4.4.2.5, 8.4.4.2.6, 9.3.3.7"
20457,16255,Main/Main10,US,US9674545,1,Decoder,JVCKENWOOD,20330906,"3.41, 3.44, 3.63, 3.64, 3.102, 6.3.1, 6.3.2, 7.3.8.5, 7.3.8.6, 7.4.9.5, 7.4.9.6, 8.5.2, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.8, Table 7-10"
20458,16256,Main/Main10,US,US9674549,1,Decoder,JVCKENWOOD,20331013,"3.32, 3.33, 3.41, 3.44, 7.3.8.6, 7.4.9.6, 8, 8.1, 8.1.1, 8.3.5, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8, Fig. 8-3"
20459,16257,Main/Main10,US,US9674551,1,Decoder,SK Telecom,20290901,"3.32, 3.35, 3.41, 3.44, 3.66, 3.102, 3.104, 3.165, 3.167, 3.168, 7.3.8.5, 7.3.8.10, 7.3.8.11, 7.4.9.5, 8, 8.1.1, 8.4.2, 8.4.4, 8.4.4.1, 8.4.4.2, 8.4.4.2.1, 8.4.4.2.6, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7"
20460,16258,Main/Main10,US,US9674553,1,Decoder,Samsung,20310817,"0.2, 0.3, 3.12, 3.41, 3.44, 3.102, 3.104, 3.165, 3.168, 7.2, 7.3.2.2, 7.3.2.2.1, 7.3.8.5, 7.3.8.8, 7.4.3.2, 7.4.3.2.1, 7.4.9.5, 7.4.9.8, 8.1, 8.1.1, 8.4, 8.4.1, 8.4.4, 8.4.4.1, 8.5, 8.5.1, 8.5.3, 8.5.3.1, 8.6.2, Table 7-10"
20461,16259,Main/Main10,US,US9681134,1,Decoder,JVCKENWOOD,20330715,"3.32, 3.33, 3.41, 3.44, 7.3.6, 7.3.6.1, 7.4.7.1, 8, 8.1, 8.1.1, 8.5.3.2.2, 8.5.3.2.5"
20462,16260,Main/Main10,US,US9681138,2,Decoder,Toshiba,20311211,"7.3.2.2.1, 7.3.2.3.2, 7.3.6.1, 7.3.6.3, 7.3.7, 7.4.3.2.1, 7.4.8"
20463,16261,Main/Main10,US,US9681143,1,Encoder,DIAB,20280328,"6.3.1, 7.3.6.1"
20464,16262,Main/Main10,US,US9681144,3,Decoder,DIAB,20280328,"6.3.1, 6.4.1, 7.2, 7.3.2.9, 7.3.6.1, 7.3.8.1, 7.4.7.1, 8.1.1, 8.4.1, 8.4.2, 8.6.2, 8.6.4, 9.3"
20465,16263,Main/Main10,US,US9681148,1,Decoder,Sun Patent,20320906,"7.1, 7.3.2.2.1, 7.3.6.1, 7.4.3, 7.4.3.2.1, 7.4.3.9, 7.4.7.1, 8.1, 8.1.3, 8.3.2, 8.3.4, 8.3.5"
20466,16264,Main/Main10,US,US9681149,1,Decoder,JVCKENWOOD,20320626,"3.12, 3.41, 3.44, 3.6.4, 6.4.2, 7.3.8.6, 7.4.8.6, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.4"
20467,16265,Main/Main10,US,US9681153,1,Decoder,Docomo,20320910,"3.12, 3.40, 3.123, 3.134, 3.135, 7.3.6.1, 7.3.7, 7.4.7.1, 7.4.8, 8.1.1, 8.1.2, 8.1.3, 8.3.2, 8.5.1, C.1, C.3, C.3.1, Fig. C.2"
20468,16266,Main/Main10,US,US9686549,1,Decoder,SK Telecom,20311005,"3.12, 3.41, 3.44, 7.3.6.1, 7.3.6.3, 7.3.8.5, 7.3.8.11, 7.4.7.3, 7.4.9.5, 7.4.9.11, 8.1, 8.1.1, 8.5.3.3.3, 8.5.3.3.3.1, 8.5.3.3.3.2, 8.5.3.3.4, 8.5.3.3.4.1, 8.5.3.3.4.3, 8.6.2, 8.6.3, Fig. 8-4"
20469,16267,Main/Main10,US,US9686550,1,Encoder,JVCKENWOOD,20330117,"3.12, 3.41, 3.44, 3.64, 3.83, 3.102, 3.104, 1.122, 3.123, 3.124, 5.3, 7.2, 7.3.8.6, 7.4.7.1, 7.4.9.6, 8.1, 8.1.1, 8.5.3.2.2, 8.5.3.2.5, 8.5.3.2.8"
20470,16268,Main/Main10,US,US9686555,1,Decoder,SK Telecom,20320703,"3.12, 3.41, 3.44, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.11, 7.4.9.5, 7.4.9.6, 7.4.9.8, 8.1, 8.1.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.3, 8.5.3.3.1, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7"
20471,16269,Main/Main10,US,US9686562,1,Encoder,SK Telecom,20311206,"6.2, 7.3.2.2.1, 7.3.8.5, 7.3.8.6, 7.3.8.11, 7.4.3.2.1, 7.4.9.5, 8.5.2, 8.5.3.1, 8.5.3.2.1, 8.5.3.2.10, 8.5.3.3.3.1, 8.6.3, 8.6.4.1, 8.6.7"
20472,16269,Main/Main10,US,US9686562,5,Decoder,SK Telecom,20311206,"3.12, 3.167, 6.2, 7.3.8.6, 7.3.8.11, 7.4.3.2.1, 7.4.9.5, 7.4.9.6, 8, 8.1.1, 8.5.2, 8.5.3, 8.5.3.1, 8.5.3.2.10, 8.5.3.3, 8.5.3.3.1, 8.5.3.3.3, 8.5.3.3.3.1, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, Tables 6-1, 7-10"
20473,16270,Main/Main10,US,US9686563,2,Decoder,Docomo,20230910,"3.1, 3.12, 3.30, 3.39, 3.40, 3.64, 3.68, 3.86, 3.87, 3.99, 3.123, 7.3.6.1, 7.4.2.2, 7.4.7.1, 8.1, 8.1.1, 8.1.3, 8.3.2, C.3, C.3.1, C.3.2, C.5.2, C.5.2.1, C.5.2.2, Table 7-1"
20474,16271,Main/Main10,US,US9686564,1,Decoder,JVCKENWOOD,20320626,"3.12, 3.41, 3.44, 3.6.4, 6.4.2, 7.3.8.6, 7.4.8.6, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.4"
20475,16272,Main/Main10,US,US9686566,1,Decoder,JVCKENWOOD,20330910,"3.41, 3.44, 3.63, 3.64, 6.3.1, 6.3.2, 7.3.6.1, 7.3.8.6, 7.4.7.1, 7.4.9.6, 8.5.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.8, 8.6.7, 9.3.3.1, 9.3.3.2, Table 9-38"
20476,16273,Main/Main10,US,US9686568,1,Bitstream,GEVC,20320618,"7.4.7, 8.6.1, 9.3.1, 9.3.2, 9.3.4"
20477,16274,Main/Main10,US,US9693052,12,Decoder,Docomo,20340506,"3.12, 3.44, 3.55, 3.83, 3.97, 3.101, 3.102, 3.103, 7.3.8.5, 7.4.9.6, 8.1, 8.1.1, 8.3, 8.3.1, 8.5, 8.5.3, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, Fig. 8-3"
20478,16275,Main/Main10,US,US9693061,1,Decoder,Samsung,20330130,"6.3.1, 7.3.8.4, 7.3.8.10, 7.4.3.3.1, 7.4.7.1, 7.4.9.10, 8, 8.1, 8.6, 8.6.1, 8.6.2, 8.6.3, Fig. 6-5"
20479,16276,Main/Main10,US,US9693073,1,Encoder,Sun Patent,20320209,"0.7, 7.3.6.1, 7.3.8.6, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3, 8.5.3.3.1"
20480,16277,Main/Main10,US,US9693075,1,Decoder,JVCKENWOOD,20320626,"3.12, 3.41, 3.44, 3.6.4, 6.4.2, 7.3.8.6, 7.4.8.6, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.4"
20481,16278,Main/Main10,US,US9698818,8,Decoder,GEVC,20320112,"7.2, 7.3.8.11, 7.4.2.4.1, 7.4.9.11, 9.3.1, 9.3.3.10"
20482,16278,Main/Main10,US,US9698818,18,Encoder,GEVC,20320112,"7.2, 7.3.8.11, 7.4.2.4.1, 7.4.9.11, 9.3.1, 9.3.3.10"
20483,16278,Main/Main10,US,US9698818,25,Bitstream,GEVC,20320112,"7.2, 7.3.8.11, 7.4.2.4.1, 7.4.9.11, 9.3.1, 9.3.3.10"
20484,16279,Main/Main10,US,US9699449,1,Decoder,ETRI,20330906,"3.12, 3.41, 3.44, 7.3.2.2, 7.3.2.2.1, 7.3.2.3, 7.3.2.3.1, 7.3.8.10, 7.4.3.2, 7.4.3.2.1, 7.4.3.3, 7.4.3.3.1, 7.4.9.10, 8.1, 8.1.1, 8.6.1"
20485,16280,Main/Main10,US,US9699467,1,Decoder,GEVC,20310411,"7.2, 7.3.8.11, 7.4.9.10, 7.4.9.11, 9.3.1, 9.3.4.2.5"
20486,16280,Main/Main10,US,US9699467,3,Encoder,GEVC,20310411,"7.2, 7.3.8.11, 7.4.9.10, 7.4.9.11, 9.3.1, 9.3.4.2.5"
20487,16281,Main/Main10,US,US9699471,1,Decoder,Samsung,20321123,"3, 7.3.2.2.1, 7.4.3.2.1, C.1, C.5.1, C.5.2.1, C.5.2.3, C.5.2.4"
20488,16282,Main/Main10,US,US9699473,1,Decoder,LGE,20310408,"7.3.8.6, 7.4.9.6, 8.5.1, 8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.3.1"
20489,16283,Main/Main10,US,US9706208,1,Decoder,JVCKENWOOD,20320625,"3.12, 3.25, 3.32, 3.33, 3.34, 3.35, 3.63, 3.64, 3.83, 3.102, 3.104, 6.3.2, 7.3.8.6, 7.4.9.6, 8.5.2, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8, 8.5.3.3, 8.5.3.3.1, Fig. 8-3"
20490,16284,Main/Main10,US,US9706211,1,Encoder,JVCKENWOOD,20330411,"3.129, 3.165, 3.166, 3.167, 6.3.2, 7.2, 7.3.8.11, 7.4.9.10, 7.4.9.11, 8, 8.1.1, 9.3, 9.3.1, 9.3.4.2.1, 9.3.4.2.5"
20491,16285,Main/Main10,US,US9706222,1,Decoder,SK Telecom,20311006,"3.12, 3.41, 3.44, 7.3.8.6, 7.3.8.11, 7.4.9.6, 8.1, 8.1.1, 8.5.3.3, 8.5.3.3.1, 8.5.3.3.3, 8.5.3.3.3.1, 8.5.3.3.3.3, 8.5.3.3.4, 8.5.3.3.4.1, 8.5.3.3.4.3, 8.6.3, 8.6.4, 8.6.4.1, 8.6.7, Fig. 8-5, Table 8-9"
20492,16286,Main/Main10,US,US9706226,1,Decoder,Toshiba,20300715,"7.4.9.5, 7.4.9.10, 8.6.4.1, 8.6.4.2, 8.6.7"
20493,16287,Main/Main10,US,US9712823,1,Decoder,Samsung,20310413,"7.3.2.2.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.4.3.2.1, 7.4.9.2, 7.4.9.4, 7.4.9.5, 8.4.2, 8.5.2"
20494,16288,Main/Main10,US,US9712826,1,Decoder,NEC,20320105,"8.5, 8.5.1, 9.3, 9.3.1, 7.2, 7.3.8.5, 7.4.9.5"
20495,16289,Main/Main10,US,US9712840,1,Encoder,Sun Patent,20320921,"6.3.3, 6.4.1, 6.4.2, 7.2, 7.3.8.5, 7.3.8.6, 7.4.9.5, 7.4.9.6, 8.1.1, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.5"
